Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Port Shelter,PM3,25/5/2016,1,Surface Water,1.30,0.03,2.40,102.00,6.70,1.00,2.00,0.00,0.00,0.00,7.60,0.20,30.00,3.50,0.38,1.00,28.00,0.04,1.00,1.00,0.10,1.50,0.00,0.50
Port Shelter,PM3,10/6/2016,1,Surface Water,0.60,0.03,0.80,88.00,5.80,5.00,53.00,0.02,0.00,0.00,8.10,0.70,30.50,5.00,0.56,0.70,28.50,0.05,1.00,1.02,0.06,0.90,0.00,0.50
Port Shelter,PM3,25/7/2016,1,Surface Water,1.40,0.01,2.90,95.00,6.00,1.00,1.00,0.00,0.00,0.00,8.00,0.20,32.80,4.00,0.59,4.50,30.20,0.02,1.10,1.11,0.04,2.10,0.00,2.40
Port Shelter,PM3,8/8/2016,1,Surface Water,0.50,0.01,2.60,87.00,5.70,1.00,7.00,0.00,0.00,0.01,8.00,0.90,33.40,3.50,0.36,1.20,27.10,0.01,1.10,1.10,0.02,2.40,0.00,0.80
Port Shelter,PM3,12/9/2016,1,Surface Water,1.60,0.02,4.70,99.00,6.40,2.00,84.00,0.01,0.01,0.00,8.10,1.90,29.80,3.00,0.47,2.80,29.30,0.04,0.56,0.58,0.03,4.80,0.00,1.00
Port Shelter,PM3,17/10/2016,1,Surface Water,0.60,0.01,2.40,92.00,6.10,1.00,3.00,0.00,0.00,0.00,8.00,0.70,32.60,3.60,0.57,2.40,27.30,0.02,0.22,0.23,0.02,3.80,0.00,1.10
Port Shelter,PM3,23/11/2016,1,Surface Water,0.40,0.08,0.90,82.00,5.70,500.00,1800.00,0.05,0.01,0.00,7.90,0.40,30.00,3.00,1.00,9.60,24.40,0.14,0.30,0.36,0.07,2.70,0.00,2.00
Port Shelter,PM3,9/12/2016,1,Surface Water,0.70,0.02,9.10,84.00,6.20,1.00,2.00,0.01,0.00,0.00,8.10,4.60,30.90,3.50,0.06,3.60,21.80,0.03,0.67,0.68,0.02,3.50,0.00,1.20
Port Shelter,PM3,16/1/2017,1,Surface Water,0.20,0.07,1.30,68.00,5.30,3.00,15.00,0.05,0.01,0.01,7.90,0.20,30.60,3.00,0.72,10.00,19.10,0.13,0.35,0.40,0.03,3.40,0.00,1.90
Port Shelter,PM3,13/2/2017,1,Surface Water,0.60,0.02,0.50,89.00,7.00,1.00,1.00,0.08,0.01,0.01,7.90,0.20,31.10,4.00,1.10,5.70,17.60,0.11,0.68,0.77,0.03,2.40,0.00,1.10
Port Shelter,PM3,23/3/2017,1,Surface Water,0.80,0.04,1.90,95.00,7.20,4.00,7.00,0.03,0.00,0.01,7.80,0.50,31.80,3.50,0.76,0.60,19.70,0.07,0.53,0.56,0.03,2.50,0.00,0.50
Port Shelter,PM3,21/4/2017,1,Surface Water,0.20,0.03,0.40,98.00,6.70,1.00,1.00,0.00,0.00,0.00,8.00,0.20,32.70,4.00,0.57,8.80,25.00,0.03,0.44,0.44,0.02,2.20,0.00,1.00
Port Shelter,PM3,12/5/2017,1,Surface Water,0.50,0.03,0.40,98.00,6.50,1.00,1.00,0.00,0.00,0.00,8.00,0.20,32.30,4.50,0.11,0.70,27.60,0.03,0.24,0.24,0.02,2.20,0.00,0.60
Port Shelter,PM3,2/6/2017,1,Surface Water,0.90,0.02,2.40,101.00,6.60,1.00,1.00,0.00,0.00,0.00,8.10,1.30,31.90,4.00,0.06,0.60,28.10,0.02,0.95,0.95,0.04,2.00,0.00,0.50
Port Shelter,PM3,20/7/2017,1,Surface Water,1.30,0.04,1.50,101.00,6.90,3.00,49.00,0.13,0.01,0.00,8.40,1.20,17.00,2.00,2.60,7.00,30.40,0.18,0.23,0.37,0.03,2.90,0.01,2.30
Port Shelter,PM3,24/8/2017,1,Surface Water,0.70,0.02,1.40,79.00,5.10,1.00,28.00,0.00,0.00,0.01,8.20,0.60,33.70,3.00,0.33,9.30,28.20,0.02,0.33,0.33,0.15,1.30,0.00,2.40
Port Shelter,PM3,22/9/2017,1,Surface Water,1.20,0.01,1.80,107.00,6.80,3.00,38.00,0.00,0.00,0.00,8.10,0.40,29.60,1.90,0.48,8.30,31.00,0.01,0.74,0.74,0.02,1.00,0.00,3.10
Port Shelter,PM3,27/10/2017,1,Surface Water,0.60,0.01,1.90,106.00,7.10,1.00,1.00,0.00,0.00,0.00,7.90,0.20,32.70,3.60,0.13,1.60,26.30,0.01,0.22,0.22,0.02,4.10,0.00,0.80
Port Shelter,PM3,15/11/2017,1,Surface Water,0.20,0.03,0.70,81.00,5.60,1.00,1.00,0.01,0.01,0.01,7.90,0.20,32.90,5.00,0.96,3.70,24.50,0.05,0.17,0.19,0.02,0.60,0.00,1.10
Port Shelter,PM3,14/12/2017,1,Surface Water,1.00,0.02,4.30,92.00,6.80,1.00,1.00,0.00,0.00,0.01,8.00,1.40,33.20,3.00,0.58,7.80,20.40,0.03,0.55,0.56,0.02,6.80,0.00,1.50
Port Shelter,PM3,19/1/2018,1,Surface Water,1.50,0.06,3.10,112.00,8.80,2.00,3.00,0.00,0.00,0.00,8.30,1.60,32.30,5.00,0.87,2.00,17.90,0.07,0.49,0.49,0.02,7.60,0.00,1.40
Port Shelter,PM3,5/2/2018,1,Surface Water,0.40,0.04,1.80,88.00,7.40,1.00,1.00,0.05,0.01,0.01,7.70,1.10,32.50,2.50,0.67,2.40,14.20,0.09,0.95,1.00,0.02,5.40,0.00,0.60
Port Shelter,PM3,12/3/2018,1,Surface Water,1.40,0.01,5.80,129.00,9.90,1.00,15.00,0.00,0.00,0.00,7.80,0.70,32.30,2.50,0.47,1.90,18.90,0.01,0.20,0.20,0.02,0.10,0.00,1.20
Port Shelter,PM3,18/4/2018,1,Surface Water,0.50,0.03,1.80,84.00,6.00,1.00,1.00,0.00,0.00,0.01,8.10,1.70,33.50,4.00,0.45,5.90,22.00,0.04,0.19,0.19,0.02,0.70,0.00,0.80
Port Shelter,PM3,17/5/2018,1,Surface Water,0.60,0.02,1.90,98.00,6.30,1.00,1.00,0.00,0.00,0.00,7.80,0.20,33.40,3.00,0.21,1.30,28.90,0.03,0.28,0.28,0.02,0.10,0.00,0.70
Port Shelter,PM3,14/6/2018,1,Surface Water,0.70,0.05,0.70,97.00,6.40,18.00,330.00,0.02,0.00,0.00,8.20,1.00,28.30,3.40,0.47,1.70,28.40,0.07,0.22,0.25,0.02,1.50,0.00,1.00
Port Shelter,PM3,13/7/2018,1,Surface Water,1.20,0.03,3.50,97.00,6.30,4.00,6.00,0.06,0.01,0.00,8.20,1.30,29.10,3.50,0.05,2.10,29.40,0.10,0.52,0.59,0.02,0.70,0.00,0.70
Port Shelter,PM3,20/8/2018,1,Surface Water,1.00,0.02,2.20,93.00,7.10,99.00,930.00,0.02,0.00,0.00,8.10,2.10,30.10,1.80,0.90,3.00,29.40,0.04,0.13,0.15,0.02,0.80,0.00,1.60
Port Shelter,PM3,24/9/2018,1,Surface Water,0.80,0.01,3.10,122.00,7.80,1.00,1.00,0.00,0.00,0.01,8.50,2.00,30.50,3.00,0.15,1.30,29.50,0.01,0.22,0.22,0.02,0.50,0.00,0.80
Port Shelter,PM3,11/10/2018,1,Surface Water,0.30,0.05,0.50,75.00,5.00,47.00,200.00,0.01,0.02,0.01,8.20,0.40,32.10,4.00,0.85,2.40,26.50,0.09,0.27,0.31,0.02,0.80,0.00,0.80
Port Shelter,PM3,15/11/2018,1,Surface Water,0.70,0.02,0.70,86.00,5.90,1.00,1.00,0.00,0.00,0.01,7.90,1.50,32.80,3.00,0.40,7.20,24.50,0.03,0.21,0.22,0.04,0.80,0.00,1.30
Port Shelter,PM3,14/12/2018,1,Surface Water,0.40,0.01,2.50,54.00,4.10,4.00,11.00,0.00,0.00,0.01,8.00,2.40,33.20,2.00,0.22,9.70,19.30,0.01,0.15,0.15,0.02,2.30,0.00,2.10
Port Shelter,PM3,18/1/2019,1,Surface Water,0.90,0.02,1.70,90.00,7.00,3.00,7.00,0.13,0.01,0.02,8.00,0.20,32.10,2.80,1.30,2.00,18.60,0.16,0.61,0.75,0.03,0.90,0.00,0.60
Port Shelter,PM3,11/2/2019,1,Surface Water,3.00,0.03,2.60,100.00,7.70,36.00,110.00,0.00,0.00,0.01,8.10,11.00,31.70,3.30,0.52,3.20,19.40,0.04,0.53,0.54,0.04,0.50,0.00,2.80
Port Shelter,PM3,6/3/2019,1,Surface Water,0.80,0.03,4.00,103.00,7.70,1.00,1.00,0.02,0.00,0.00,8.20,0.70,31.70,2.80,0.34,6.50,20.20,0.05,0.55,0.57,0.02,0.30,0.00,1.30
Port Shelter,PM3,4/4/2019,1,Surface Water,0.80,0.01,1.70,82.00,6.00,1.00,1.00,0.00,0.00,0.01,7.90,0.90,33.20,3.40,0.07,6.50,21.60,0.01,0.43,0.44,0.02,0.40,0.00,1.70
Port Shelter,PM3,3/5/2019,1,Surface Water,0.80,0.03,2.70,83.00,5.70,1.00,1.00,0.05,0.00,0.01,7.80,2.20,31.40,4.50,0.12,8.20,24.70,0.08,0.33,0.38,0.02,0.20,0.00,2.00
Port Shelter,PM3,26/6/2019,1,Surface Water,1.00,0.02,1.70,81.00,5.20,1.00,1.00,0.00,0.00,0.00,7.80,0.20,30.30,2.80,0.72,2.20,29.20,0.02,0.21,0.21,0.02,0.50,0.00,1.60
Port Shelter,PM3,4/7/2019,1,Surface Water,1.10,0.01,3.70,92.00,5.90,41.00,120.00,0.14,0.01,0.01,9.10,2.00,19.50,2.30,0.35,3.60,33.10,0.16,0.22,0.37,0.02,6.00,0.01,1.30
Port Shelter,PM3,19/8/2019,1,Surface Water,1.20,0.03,3.20,88.00,5.70,1.00,9.00,0.00,0.00,0.00,8.10,1.20,30.90,3.50,0.48,6.40,29.00,0.03,0.26,0.26,0.02,11.90,0.00,1.70
Port Shelter,PM3,9/9/2019,1,Surface Water,0.80,0.03,1.40,90.00,5.70,1.00,47.00,0.00,0.00,0.00,8.20,0.20,29.10,2.70,0.80,8.60,31.30,0.03,0.26,0.27,0.02,2.50,0.00,1.80
Port Shelter,PM3,24/10/2019,1,Surface Water,0.80,0.01,1.30,93.00,6.00,1.00,1.00,0.00,0.00,0.01,8.10,0.20,32.90,4.40,0.05,5.20,28.40,0.01,0.22,0.22,0.02,1.60,0.00,1.40
Port Shelter,PM3,13/11/2019,1,Surface Water,0.40,0.02,0.20,91.00,6.10,1.00,1.00,0.00,0.00,0.01,8.00,1.90,33.30,3.20,0.57,6.10,25.50,0.02,0.33,0.33,0.03,2.00,0.00,1.30
Port Shelter,PM3,16/12/2019,1,Surface Water,1.20,0.03,3.50,102.00,7.60,1.00,8.00,0.03,0.00,0.01,8.30,0.80,32.90,3.00,0.81,1.60,20.00,0.06,0.33,0.36,0.02,0.40,0.00,1.00
Port Shelter,PM4,22/1/2015,1,Surface Water,1.60,0.06,1.20,87.00,6.90,1.00,1.00,0.01,0.00,0.01,8.00,0.20,31.80,3.50,0.64,2.20,16.90,0.07,0.22,0.23,0.02,8.10,0.00,0.80
Port Shelter,PM4,4/2/2015,1,Surface Water,1.20,0.04,2.40,64.00,5.00,2.00,2.00,0.02,0.00,0.00,7.90,1.70,31.70,4.00,0.43,2.20,17.60,0.06,0.31,0.33,0.02,1.40,0.00,0.70
Port Shelter,PM4,13/3/2015,1,Surface Water,0.40,0.04,2.60,80.00,6.30,1.00,1.00,0.06,0.01,0.01,7.80,0.60,32.50,3.60,0.72,1.60,17.90,0.10,0.30,0.37,0.02,1.00,0.00,0.80
Port Shelter,PM4,23/4/2015,1,Surface Water,4.70,0.06,11.00,81.00,5.70,1.00,11.00,0.00,0.00,0.00,7.80,4.50,33.70,3.50,0.86,4.20,22.80,0.06,0.29,0.29,0.03,1.70,0.00,3.80
Port Shelter,PM4,8/5/2015,1,Surface Water,0.80,0.04,2.00,95.00,6.30,1.00,2.00,0.01,0.00,0.01,8.10,3.40,33.30,3.20,0.32,1.60,27.10,0.06,0.15,0.17,0.02,2.80,0.00,0.90
Port Shelter,PM4,3/6/2015,1,Surface Water,1.10,0.04,1.90,97.00,6.30,1.00,1.00,0.07,0.01,0.00,8.10,1.80,27.40,3.70,0.77,1.60,30.10,0.12,0.26,0.34,0.02,2.40,0.00,0.90
Port Shelter,PM4,20/7/2015,1,Surface Water,0.70,0.03,1.60,88.00,5.70,1.00,8.00,0.00,0.00,0.00,8.30,0.60,32.60,3.50,0.52,1.50,28.80,0.03,0.22,0.22,0.02,2.50,0.00,0.50
Port Shelter,PM4,17/8/2015,1,Surface Water,0.60,0.04,1.90,77.00,5.10,3.00,39.00,0.01,0.00,0.01,7.80,0.80,30.70,3.20,1.00,3.80,27.10,0.04,0.32,0.33,0.04,3.00,0.00,2.90
Port Shelter,PM4,11/9/2015,1,Surface Water,1.20,0.02,1.90,61.00,3.90,1.00,1.00,0.00,0.00,0.01,8.10,1.40,33.00,4.00,0.72,1.30,28.80,0.03,0.45,0.45,0.04,2.40,0.00,0.50
Port Shelter,PM4,19/10/2015,1,Surface Water,0.40,0.01,3.60,75.00,5.00,2.00,8.00,0.00,0.00,0.01,8.00,0.40,32.50,3.00,0.49,4.50,26.60,0.02,0.28,0.28,0.06,3.30,0.00,1.60
Port Shelter,PM4,20/11/2015,1,Surface Water,0.40,0.05,6.70,91.00,6.10,1.00,1.00,0.00,0.00,0.01,7.80,0.80,33.10,4.00,0.46,1.10,26.20,0.05,0.22,0.22,0.07,2.90,0.00,0.70
Port Shelter,PM4,9/12/2015,1,Surface Water,0.20,0.05,1.30,79.00,5.80,2.00,9.00,0.02,0.02,0.01,7.70,0.50,33.30,3.00,0.86,2.40,21.50,0.08,0.20,0.23,0.02,3.40,0.00,0.60
Port Shelter,PM4,22/1/2016,1,Surface Water,0.60,0.05,2.00,89.00,7.10,3.00,6.00,0.08,0.01,0.01,7.60,0.30,31.20,4.00,0.88,1.40,17.70,0.14,0.14,0.23,0.02,2.80,0.00,0.50
Port Shelter,PM4,15/2/2016,1,Surface Water,4.40,0.03,27.00,93.00,7.70,2.00,4.00,0.02,0.00,0.01,7.60,4.80,31.30,2.50,0.69,6.60,15.50,0.05,0.48,0.51,0.04,3.70,0.00,3.80
Port Shelter,PM4,14/3/2016,1,Surface Water,3.30,0.05,26.00,79.00,6.50,4.00,11.00,0.01,0.00,0.00,8.20,4.80,31.30,2.50,1.30,2.80,16.00,0.06,0.97,0.98,0.05,1.90,0.00,1.80
Port Shelter,PM4,1/4/2016,1,Surface Water,3.30,0.02,12.00,146.00,11.20,1.00,1.00,0.00,0.00,0.00,7.90,3.40,31.60,3.00,0.78,2.00,19.30,0.03,0.40,0.40,0.02,2.60,0.00,1.20
Port Shelter,PM4,25/5/2016,1,Surface Water,1.30,0.03,4.30,100.00,6.60,1.00,1.00,0.00,0.00,0.00,7.60,0.70,29.60,2.50,0.58,0.50,28.30,0.03,0.46,0.46,0.04,0.90,0.00,0.50
Port Shelter,PM4,10/6/2016,1,Surface Water,0.80,0.03,1.50,91.00,5.90,1.00,1.00,0.01,0.00,0.00,8.10,1.30,30.20,4.00,0.83,1.70,28.90,0.04,0.76,0.78,0.03,1.40,0.00,0.80
Port Shelter,PM4,25/7/2016,1,Surface Water,0.90,0.01,2.90,83.00,5.30,1.00,19.00,0.00,0.00,0.00,8.00,0.20,33.60,4.00,0.23,5.30,28.50,0.02,1.20,1.21,0.02,3.10,0.00,2.10
Port Shelter,PM4,8/8/2016,1,Surface Water,0.50,0.01,2.40,90.00,5.80,1.00,3.00,0.00,0.00,0.00,7.90,0.30,33.30,5.00,0.57,1.20,28.10,0.01,1.00,1.00,0.03,2.40,0.00,0.80
Port Shelter,PM4,12/9/2016,1,Surface Water,1.30,0.03,2.60,90.00,5.90,9.00,64.00,0.03,0.01,0.00,8.10,1.30,28.60,3.00,1.60,2.60,29.40,0.06,0.07,0.11,0.11,4.60,0.00,1.00
Port Shelter,PM4,17/10/2016,1,Surface Water,0.70,0.01,3.40,91.00,6.00,1.00,1.00,0.00,0.00,0.00,8.00,0.20,32.50,2.60,0.67,2.80,27.40,0.02,0.25,0.26,0.02,4.80,0.00,1.10
Port Shelter,PM4,23/11/2016,1,Surface Water,0.40,0.08,1.20,77.00,5.40,25.00,75.00,0.04,0.01,0.00,7.90,0.40,30.30,3.00,1.30,8.00,24.40,0.13,0.22,0.27,0.03,3.30,0.00,1.90
Port Shelter,PM4,9/12/2016,1,Surface Water,0.70,0.02,6.10,110.00,8.10,1.00,1.00,0.00,0.00,0.00,8.20,2.70,30.70,2.50,0.05,3.80,21.40,0.03,0.76,0.76,0.02,5.60,0.00,1.00
Port Shelter,PM4,16/1/2017,1,Surface Water,0.40,0.07,1.30,80.00,6.20,2.00,3.00,0.04,0.01,0.01,7.90,0.40,30.60,3.00,0.67,10.00,18.60,0.11,0.32,0.37,0.03,3.20,0.00,1.90
Port Shelter,PM4,13/2/2017,1,Surface Water,0.90,0.02,0.80,87.00,6.90,1.00,1.00,0.07,0.01,0.01,7.90,0.70,31.10,3.00,1.20,7.10,17.20,0.10,0.64,0.72,0.05,2.80,0.00,1.40
Port Shelter,PM4,23/3/2017,1,Surface Water,0.90,0.04,2.50,94.00,7.10,2.00,2.00,0.03,0.00,0.01,7.80,0.50,31.80,3.00,0.99,0.90,20.00,0.07,0.25,0.28,0.02,2.40,0.00,0.50
Port Shelter,PM4,21/4/2017,1,Surface Water,0.30,0.03,0.80,91.00,6.20,1.00,1.00,0.00,0.00,0.00,8.10,0.40,32.80,4.00,0.65,9.50,25.40,0.03,0.31,0.31,0.02,2.50,0.00,1.20
Port Shelter,PM4,12/5/2017,1,Surface Water,0.60,0.03,1.20,86.00,5.60,1.00,1.00,0.00,0.00,0.00,7.90,0.90,32.50,4.50,0.27,0.90,27.70,0.04,0.58,0.59,0.02,2.50,0.00,0.60
Port Shelter,PM4,2/6/2017,1,Surface Water,1.10,0.03,1.50,98.00,6.40,1.00,4.00,0.00,0.00,0.00,8.10,1.20,31.90,3.00,0.06,2.80,28.40,0.04,0.35,0.35,0.05,2.30,0.00,1.40
Port Shelter,PM4,20/7/2017,1,Surface Water,1.30,0.07,1.40,86.00,5.80,7.00,38.00,0.09,0.01,0.00,8.30,0.30,18.70,2.00,2.60,7.60,31.00,0.17,0.25,0.35,0.05,2.60,0.01,2.30
Port Shelter,PM4,24/8/2017,1,Surface Water,0.50,0.03,1.90,65.00,4.30,1.00,65.00,0.00,0.00,0.02,8.10,0.20,33.50,3.50,0.42,8.50,27.10,0.03,0.41,0.42,0.04,0.70,0.00,2.30
Port Shelter,PM4,22/9/2017,1,Surface Water,1.10,0.01,1.30,105.00,6.60,1.00,19.00,0.00,0.00,0.00,8.00,1.00,29.70,1.40,0.76,8.30,31.20,0.01,0.59,0.59,0.02,1.20,0.00,2.20
Port Shelter,PM4,27/10/2017,1,Surface Water,0.40,0.01,1.60,94.00,6.40,1.00,4.00,0.00,0.00,0.00,7.90,0.40,32.60,3.10,0.07,3.00,26.10,0.01,0.21,0.21,0.02,2.90,0.00,1.20
Port Shelter,PM4,15/11/2017,1,Surface Water,0.20,0.04,0.80,75.00,5.20,1.00,1.00,0.02,0.01,0.01,7.90,0.30,32.80,3.00,1.10,3.10,24.40,0.07,0.26,0.29,0.02,1.40,0.00,0.90
Port Shelter,PM4,14/12/2017,1,Surface Water,0.80,0.02,1.10,82.00,6.20,2.00,2.00,0.02,0.00,0.01,8.00,1.00,33.20,3.00,0.82,8.90,19.90,0.04,1.30,1.32,0.02,7.60,0.00,1.40
Port Shelter,PM4,19/1/2018,1,Surface Water,2.00,0.04,4.60,106.00,8.30,1.00,1.00,0.00,0.00,0.00,8.30,1.20,32.30,2.50,1.00,2.20,18.00,0.04,0.51,0.51,0.02,8.20,0.00,1.40
Port Shelter,PM4,5/2/2018,1,Surface Water,0.40,0.03,1.70,93.00,7.80,1.00,1.00,0.04,0.01,0.01,7.70,0.80,32.60,3.00,0.62,11.00,14.20,0.08,0.42,0.47,0.02,1.00,0.00,1.60
Port Shelter,PM4,12/3/2018,1,Surface Water,1.50,0.01,6.60,108.00,8.30,1.00,1.00,0.01,0.00,0.00,7.80,1.20,32.40,2.00,0.59,2.60,18.40,0.02,0.21,0.22,0.02,0.80,0.00,1.40
Port Shelter,PM4,18/4/2018,1,Surface Water,0.50,0.05,1.70,71.00,5.10,1.00,1.00,0.00,0.00,0.01,8.10,0.50,33.80,3.00,0.56,8.20,21.90,0.05,0.18,0.18,0.02,2.20,0.00,3.30
Port Shelter,PM4,17/5/2018,1,Surface Water,0.40,0.02,1.90,97.00,6.20,1.00,1.00,0.00,0.00,0.00,7.70,0.20,33.60,3.00,0.28,2.30,28.90,0.02,0.38,0.38,0.02,0.80,0.00,0.80
Port Shelter,PM4,14/6/2018,1,Surface Water,0.80,0.04,1.30,74.00,5.00,150.00,810.00,0.06,0.00,0.00,8.10,0.40,25.00,2.40,1.90,4.20,28.50,0.10,0.15,0.21,0.02,1.40,0.00,1.30
Port Shelter,PM4,13/7/2018,1,Surface Water,1.10,0.03,3.20,86.00,5.60,35.00,65.00,0.05,0.01,0.00,8.20,1.50,29.20,3.00,0.10,1.50,29.30,0.09,0.24,0.30,0.02,0.80,0.00,0.60
Port Shelter,PM4,20/8/2018,1,Surface Water,1.10,0.04,3.50,90.00,5.90,25.00,300.00,0.01,0.00,0.01,8.10,2.30,27.10,2.30,1.40,2.90,29.80,0.05,0.19,0.20,0.02,1.10,0.00,1.70
Port Shelter,PM4,24/9/2018,1,Surface Water,0.10,0.01,2.10,114.00,7.30,1.00,1.00,0.00,0.00,0.01,8.50,1.70,30.70,5.00,0.32,1.90,29.80,0.01,0.24,0.24,0.02,0.70,0.00,0.80
Port Shelter,PM4,11/10/2018,1,Surface Water,0.30,0.08,0.50,79.00,5.30,2.00,32.00,0.01,0.01,0.01,8.20,0.70,31.90,3.00,0.92,4.40,26.40,0.09,0.44,0.45,0.02,2.00,0.01,0.90
Port Shelter,PM4,15/11/2018,1,Surface Water,0.80,0.02,0.80,84.00,5.80,1.00,1.00,0.00,0.00,0.01,7.80,2.20,32.90,3.00,0.74,10.00,24.30,0.03,0.17,0.17,0.02,1.70,0.00,2.60
Port Shelter,PM4,14/12/2018,1,Surface Water,0.60,0.01,2.40,54.00,4.20,1.00,2.00,0.00,0.00,0.01,8.00,2.10,33.30,2.00,0.19,14.00,19.60,0.01,0.14,0.14,0.02,1.80,0.00,3.10
Port Shelter,PM4,18/1/2019,1,Surface Water,0.70,0.03,0.90,89.00,6.90,3.00,3.00,0.11,0.01,0.02,8.00,0.60,32.00,3.00,1.30,2.40,18.30,0.14,0.25,0.37,0.02,1.30,0.00,0.50
Port Shelter,PM4,11/2/2019,1,Surface Water,1.50,0.02,3.00,93.00,7.10,1.00,2.00,0.00,0.00,0.00,8.10,1.00,31.80,3.60,0.62,2.60,19.10,0.03,0.59,0.59,0.03,0.60,0.00,1.70
Port Shelter,PM4,6/3/2019,1,Surface Water,1.90,0.06,6.70,97.00,7.20,8.00,18.00,0.03,0.00,0.01,8.10,2.60,31.80,2.50,0.73,7.10,20.50,0.10,0.49,0.53,0.02,0.40,0.00,2.00
Port Shelter,PM4,4/4/2019,1,Surface Water,0.60,0.02,0.60,89.00,6.40,1.00,1.00,0.00,0.00,0.01,7.90,0.80,33.40,2.30,0.38,9.10,21.80,0.02,0.16,0.16,0.02,1.00,0.00,2.90
Port Shelter,PM4,3/5/2019,1,Surface Water,0.40,0.03,1.90,85.00,6.00,1.00,3.00,0.05,0.00,0.01,7.80,0.90,31.60,5.00,0.21,10.00,23.90,0.08,0.27,0.32,0.02,0.50,0.00,2.60
Port Shelter,PM4,26/6/2019,1,Surface Water,0.60,0.01,1.10,81.00,5.20,2.00,8.00,0.01,0.00,0.00,7.70,0.20,30.10,2.90,0.96,1.60,29.00,0.02,0.22,0.23,0.02,0.90,0.00,0.90
Port Shelter,PM4,4/7/2019,1,Surface Water,0.90,0.02,2.80,79.00,5.10,35.00,200.00,0.14,0.01,0.01,9.10,1.40,19.40,1.50,0.67,4.20,33.40,0.17,0.21,0.36,0.02,5.00,0.01,1.30
Port Shelter,PM4,19/8/2019,1,Surface Water,1.20,0.03,11.00,76.00,5.00,1.00,3.00,0.00,0.00,0.00,8.10,1.70,32.20,3.00,0.66,14.00,27.60,0.03,0.26,0.26,0.02,12.10,0.00,3.50
Port Shelter,PM4,9/9/2019,1,Surface Water,0.70,0.01,1.20,90.00,5.70,2.00,2.00,0.00,0.00,0.00,8.20,0.20,29.90,2.60,0.75,5.90,30.90,0.01,0.25,0.25,0.02,3.10,0.00,1.50
Port Shelter,PM4,24/10/2019,1,Surface Water,0.70,0.01,1.70,91.00,5.90,1.00,2.00,0.00,0.00,0.01,8.00,0.20,32.80,3.20,0.21,8.80,28.10,0.01,0.21,0.21,0.02,2.50,0.00,1.80
Port Shelter,PM4,13/11/2019,1,Surface Water,0.50,0.03,0.50,89.00,6.10,1.00,2.00,0.00,0.00,0.01,8.00,2.20,33.40,2.80,0.63,8.40,25.30,0.03,0.49,0.50,0.03,2.60,0.00,1.70
Port Shelter,PM4,16/12/2019,1,Surface Water,0.80,0.04,2.10,93.00,7.00,1.00,1.00,0.00,0.00,0.01,8.20,1.20,33.00,2.80,0.96,2.40,19.90,0.04,0.36,0.37,0.02,1.30,0.00,1.00
Port Shelter,PM6,22/1/2015,1,Surface Water,1.10,0.06,0.60,94.00,7.50,1.00,2.00,0.05,0.00,0.01,8.00,1.30,31.70,2.50,0.72,1.40,17.10,0.11,0.25,0.30,0.02,6.10,0.00,0.50
Port Shelter,PM6,4/2/2015,1,Surface Water,0.70,0.02,8.20,90.00,7.00,6.00,25.00,0.02,0.01,0.00,7.80,0.20,31.70,4.00,0.16,2.80,17.80,0.04,0.28,0.30,0.02,1.60,0.00,1.10
Port Shelter,PM6,13/3/2015,1,Surface Water,0.40,0.05,0.90,84.00,6.60,1.00,2.00,0.09,0.01,0.01,7.80,2.40,32.20,5.20,0.70,2.20,17.80,0.14,0.29,0.38,0.02,0.80,0.00,1.20
Port Shelter,PM6,23/4/2015,1,Surface Water,1.90,0.04,4.00,92.00,6.50,1.00,2.00,0.01,0.00,0.00,7.90,1.60,33.30,5.50,0.35,1.50,22.80,0.05,0.27,0.28,0.02,0.90,0.00,0.90
Port Shelter,PM6,8/5/2015,1,Surface Water,1.00,0.02,2.80,93.00,6.20,1.00,1.00,0.00,0.00,0.01,8.20,2.10,33.30,4.60,0.07,0.90,26.90,0.03,0.12,0.13,0.02,2.40,0.00,0.90
Port Shelter,PM6,3/6/2015,1,Surface Water,1.60,0.04,4.50,96.00,6.40,2.00,17.00,0.07,0.02,0.00,8.10,1.80,29.20,2.50,0.43,11.00,28.30,0.13,0.21,0.30,0.02,2.80,0.00,3.60
Port Shelter,PM6,20/7/2015,1,Surface Water,0.90,0.03,3.20,91.00,5.80,1.00,15.00,0.00,0.00,0.00,8.30,2.80,32.20,3.50,0.34,1.20,29.70,0.03,0.27,0.27,0.02,2.50,0.00,0.90
