Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Deep Bay,DM2,8/12/2018,1,Surface Water,1.40,0.32,1.60,60.00,4.70,140.00,280.00,1.70,0.14,0.20,7.30,3.10,20.00,1.00,7.40,46.00,21.60,2.16,0.80,2.64,0.26,22.10,0.00,5.10
Deep Bay,DM2,9/1/2019,1,Surface Water,1.20,0.36,2.40,75.00,6.10,140.00,180.00,1.80,0.08,0.13,7.40,3.10,23.00,1.00,4.80,32.00,18.60,2.24,0.77,2.65,0.18,12.70,0.00,5.70
Deep Bay,DM2,23/2/2019,1,Surface Water,1.70,0.35,4.50,65.00,5.10,100.00,280.00,1.60,0.10,0.14,7.30,7.30,18.70,1.00,4.00,110.00,21.70,2.05,0.97,2.67,0.31,59.50,0.00,13.00
Deep Bay,DM2,8/3/2019,1,Surface Water,0.90,0.43,0.90,72.00,5.80,4000.00,7100.00,1.30,0.07,0.13,7.60,0.90,18.70,1.10,3.80,45.00,20.30,1.80,0.78,2.15,0.15,20.40,0.01,8.50
Deep Bay,DM2,24/4/2019,1,Surface Water,2.70,0.91,14.00,74.00,5.50,2100.00,2700.00,1.10,0.23,0.15,7.70,6.00,10.00,0.90,2.70,48.00,28.10,2.24,1.70,3.03,0.25,29.40,0.03,11.00
Deep Bay,DM2,23/5/2019,1,Surface Water,1.50,0.18,8.40,83.00,6.00,1100.00,3000.00,1.20,0.11,0.12,7.80,6.50,13.60,1.00,1.10,47.00,28.10,1.49,0.60,1.91,0.20,30.70,0.01,7.30
Deep Bay,DM2,24/6/2019,1,Surface Water,2.10,0.49,2.40,75.00,5.50,150.00,170.00,1.20,0.67,0.23,7.50,4.80,5.50,1.00,13.00,37.00,30.10,2.36,0.92,2.79,0.27,30.30,0.01,5.60
Deep Bay,DM2,19/7/2019,1,Surface Water,1.60,0.01,3.20,83.00,5.90,550.00,1100.00,1.20,0.09,0.07,8.00,1.90,5.50,1.00,7.90,9.40,32.60,1.30,0.41,1.70,0.09,18.20,0.00,2.70
Deep Bay,DM2,2/8/2019,1,Surface Water,1.80,1.60,1.90,56.00,4.40,23000.00,56000.00,0.76,0.14,0.11,7.40,4.20,5.50,1.00,8.50,36.00,26.80,2.50,2.00,2.90,0.14,26.60,0.03,7.40
Deep Bay,DM2,16/9/2019,1,Surface Water,1.30,0.21,3.90,70.00,4.80,1800.00,9500.00,0.95,0.14,0.13,7.70,7.00,13.90,1.10,6.70,48.00,31.00,1.30,0.74,1.83,0.23,24.60,0.01,6.20
Deep Bay,DM2,16/10/2019,1,Surface Water,1.00,0.30,6.80,72.00,5.10,90.00,260.00,1.10,0.13,0.14,7.50,4.50,19.10,1.00,5.40,52.00,27.70,1.53,0.72,1.95,0.22,24.10,0.01,5.40
Deep Bay,DM2,14/11/2019,1,Surface Water,1.20,0.02,10.00,117.00,8.40,31.00,72.00,0.63,0.05,0.06,8.00,3.90,27.50,1.30,2.00,9.90,24.20,0.69,0.49,1.17,0.12,4.30,0.00,3.00
Deep Bay,DM2,14/12/2019,1,Surface Water,1.10,0.21,7.00,88.00,6.90,150.00,370.00,1.20,0.06,0.10,8.00,7.50,24.70,1.10,3.10,47.00,19.80,1.47,0.71,1.97,0.13,37.10,0.01,5.60
Deep Bay,DM3,19/1/2015,1,Surface Water,1.30,0.35,3.50,89.00,7.20,80.00,170.00,0.51,0.05,0.07,7.70,2.10,27.90,1.50,2.00,13.00,17.20,0.91,0.63,1.19,0.09,7.10,0.01,2.20
Deep Bay,DM3,7/2/2015,1,Surface Water,1.10,0.33,1.90,73.00,6.10,58.00,66.00,0.73,0.07,0.07,7.60,2.60,26.00,1.50,3.60,17.00,16.50,1.13,0.79,1.59,0.11,10.10,0.00,2.40
Deep Bay,DM3,5/3/2015,1,Surface Water,0.60,0.26,2.60,84.00,6.60,12.00,30.00,0.84,0.06,0.06,7.60,1.60,26.00,0.80,2.10,12.00,19.20,1.16,0.52,1.42,0.11,8.20,0.00,1.60
Deep Bay,DM3,25/4/2015,1,Surface Water,1.10,0.25,4.70,57.00,4.10,9.00,15.00,0.66,0.08,0.04,7.70,1.30,24.70,2.00,1.70,5.80,24.70,0.99,0.53,1.27,0.08,3.50,0.01,1.60
Deep Bay,DM3,9/5/2015,1,Surface Water,0.90,0.27,2.50,86.00,6.20,8.00,27.00,1.90,0.39,0.05,7.70,1.60,13.40,1.10,5.60,7.00,28.30,2.56,0.65,2.94,0.09,6.30,0.01,1.70
Deep Bay,DM3,13/6/2015,1,Surface Water,2.80,0.10,25.00,103.00,7.30,3.00,17.00,1.20,0.38,0.10,7.90,16.00,8.10,1.50,9.60,28.00,31.00,1.68,0.93,2.51,0.26,25.20,0.01,7.30
Deep Bay,DM3,18/7/2015,1,Surface Water,0.80,0.14,1.40,60.00,4.10,100.00,350.00,0.89,0.27,0.09,7.50,0.40,19.10,0.90,6.30,13.00,29.90,1.30,0.42,1.58,0.14,8.90,0.00,2.20
Deep Bay,DM3,3/8/2015,1,Surface Water,0.90,0.12,2.10,56.00,4.00,65.00,80.00,1.40,0.23,0.08,7.40,1.60,13.50,0.90,7.00,12.00,29.40,1.75,0.41,2.04,0.22,11.60,0.00,2.40
Deep Bay,DM3,12/9/2015,1,Surface Water,1.70,0.18,2.60,68.00,4.70,12.00,43.00,0.94,0.25,0.10,7.60,3.30,18.80,0.70,5.10,5.50,28.80,1.37,0.47,1.66,0.20,7.20,0.01,0.80
Deep Bay,DM3,10/10/2015,1,Surface Water,1.30,0.16,4.20,71.00,5.10,17.00,41.00,0.96,0.39,0.12,7.70,2.50,15.20,1.40,6.10,4.40,27.50,1.51,0.51,1.86,0.18,4.40,0.01,1.50
Deep Bay,DM3,7/11/2015,1,Surface Water,0.70,0.35,2.50,74.00,5.10,2.00,6.00,0.51,0.12,0.13,7.80,0.90,25.10,1.00,3.10,10.00,26.70,0.98,0.72,1.35,0.23,6.90,0.01,2.40
Deep Bay,DM3,5/12/2015,1,Surface Water,1.10,0.56,2.90,78.00,5.80,590.00,1000.00,0.78,0.25,0.13,7.80,0.70,24.50,0.90,3.90,11.00,22.60,1.59,0.73,1.76,0.19,7.80,0.01,1.20
Deep Bay,DM3,11/1/2016,1,Surface Water,0.90,0.33,4.70,77.00,6.10,95.00,130.00,0.72,0.13,0.09,8.10,3.30,24.10,1.50,1.30,20.00,19.60,1.18,0.71,1.56,0.17,6.60,0.01,3.30
Deep Bay,DM3,3/2/2016,1,Surface Water,1.10,0.83,1.20,53.00,4.90,5100.00,9300.00,0.71,0.17,0.11,7.30,0.20,19.30,1.20,4.30,3.00,13.80,1.71,1.40,2.28,0.22,4.10,0.00,0.90
Deep Bay,DM3,16/3/2016,1,Surface Water,1.00,0.35,2.70,73.00,6.20,39.00,58.00,0.79,0.07,0.07,7.70,0.70,23.00,2.00,3.70,3.70,16.30,1.21,0.57,1.43,0.09,2.60,0.00,0.80
Deep Bay,DM3,13/4/2016,1,Surface Water,1.30,0.49,1.00,72.00,5.80,900.00,1500.00,0.93,0.15,0.06,7.40,1.60,15.10,1.50,5.40,7.50,22.10,1.57,0.67,1.75,0.10,5.60,0.01,1.20
Deep Bay,DM3,12/5/2016,1,Surface Water,0.80,0.35,2.40,59.00,4.40,320.00,1100.00,1.20,0.11,0.13,7.20,1.30,11.00,1.50,9.00,7.10,26.80,1.66,0.61,1.92,0.14,4.90,0.00,1.60
Deep Bay,DM3,3/6/2016,1,Surface Water,1.30,0.11,7.60,87.00,6.10,43.00,70.00,1.20,0.11,0.08,7.60,13.00,9.10,1.00,5.00,39.00,31.10,1.42,0.35,1.66,0.17,21.40,0.00,6.80
Deep Bay,DM3,13/7/2016,1,Surface Water,2.60,0.74,2.60,70.00,5.20,230.00,670.00,0.91,0.30,0.24,7.00,2.20,8.00,1.50,9.50,11.00,29.20,1.95,1.50,2.71,0.31,9.60,0.01,2.20
Deep Bay,DM3,3/8/2016,1,Surface Water,0.80,0.49,3.10,92.00,6.70,1400.00,5700.00,0.73,0.18,0.12,7.30,1.70,14.40,1.50,5.60,12.00,27.60,1.40,0.82,1.73,0.20,11.30,0.01,2.20
Deep Bay,DM3,1/9/2016,1,Surface Water,1.30,0.31,2.40,82.00,5.60,33.00,88.00,0.76,0.16,0.12,7.40,1.40,20.00,1.50,6.00,9.60,29.40,1.23,0.58,1.50,0.22,14.10,0.01,1.20
Deep Bay,DM3,8/10/2016,1,Surface Water,1.90,0.40,3.30,71.00,4.90,5.00,21.00,0.59,0.27,0.16,7.30,2.50,20.60,1.40,8.50,10.00,28.80,1.26,0.59,1.45,0.20,4.80,0.01,4.20
Deep Bay,DM3,2/11/2016,1,Surface Water,0.60,0.23,2.50,96.00,6.90,41.00,76.00,0.78,0.22,0.10,7.30,1.80,22.60,1.60,4.00,13.00,25.90,1.23,0.47,1.47,0.14,13.70,0.00,1.80
Deep Bay,DM3,3/12/2016,1,Surface Water,0.70,0.54,2.30,81.00,6.20,97.00,140.00,0.65,0.15,0.11,7.80,1.10,25.50,1.00,4.30,9.90,21.20,1.34,0.78,1.58,0.18,6.00,0.01,1.70
Deep Bay,DM3,7/1/2017,1,Surface Water,1.40,0.48,5.30,94.00,7.20,17.00,26.00,0.77,0.12,0.10,7.70,3.10,24.30,1.00,0.86,8.20,21.70,1.37,0.71,1.60,0.17,4.80,0.01,2.60
Deep Bay,DM3,1/2/2017,1,Surface Water,1.00,0.28,3.30,80.00,6.30,14.00,20.00,0.76,0.07,0.09,7.60,3.20,25.20,1.50,3.20,12.00,19.70,1.11,0.55,1.38,0.14,9.20,0.00,1.80
Deep Bay,DM3,6/3/2017,1,Surface Water,0.90,0.36,4.20,101.00,8.00,6.00,16.00,0.78,0.09,0.08,7.80,4.70,24.60,2.00,3.00,5.80,20.00,1.23,0.61,1.48,0.13,4.40,0.01,1.20
Deep Bay,DM3,8/4/2017,1,Surface Water,2.20,0.09,34.00,96.00,7.20,5.00,8.00,1.20,0.08,0.02,7.90,11.00,21.00,1.60,3.10,27.00,23.70,1.37,0.31,1.59,0.05,14.70,0.00,6.00
Deep Bay,DM3,10/5/2017,1,Surface Water,2.30,0.08,16.00,125.00,8.90,52.00,180.00,0.90,0.09,0.05,8.20,6.10,18.00,0.90,1.50,13.00,27.70,1.07,0.52,1.51,0.11,9.30,0.01,3.20
Deep Bay,DM3,7/6/2017,1,Surface Water,0.60,0.17,4.80,92.00,6.20,1.00,3.00,1.20,0.11,0.12,7.70,2.10,14.30,1.50,6.30,6.60,31.60,1.48,0.34,1.65,0.16,6.40,0.01,2.20
Deep Bay,DM3,10/7/2017,1,Surface Water,1.00,0.23,2.10,79.00,5.90,470.00,990.00,1.40,0.30,0.10,7.20,4.60,7.00,1.50,9.80,15.00,28.60,1.93,0.46,2.16,0.15,13.30,0.00,2.80
Deep Bay,DM3,11/8/2017,1,Surface Water,1.20,0.07,9.80,82.00,5.70,30.00,66.00,0.93,0.40,0.09,7.60,1.80,12.50,1.50,2.70,17.00,30.90,1.40,0.30,1.63,0.13,10.90,0.00,2.80
Deep Bay,DM3,8/9/2017,1,Surface Water,1.90,0.19,2.10,52.00,3.70,130.00,500.00,0.83,0.40,0.10,7.10,0.20,14.50,1.20,7.00,14.00,28.70,1.42,0.39,1.62,0.15,9.20,0.00,1.40
Deep Bay,DM3,6/10/2017,1,Surface Water,0.50,0.11,1.90,75.00,5.10,1.00,2.00,0.69,0.19,0.09,7.50,1.30,20.10,1.50,4.50,8.00,30.20,0.99,0.27,1.15,0.11,7.50,0.00,1.30
Deep Bay,DM3,6/11/2017,1,Surface Water,0.10,0.11,2.50,86.00,6.20,73.00,140.00,0.43,0.07,0.08,7.60,2.30,28.60,1.50,1.10,13.00,23.70,0.61,0.57,1.07,0.12,14.40,0.00,1.80
Deep Bay,DM3,4/12/2017,1,Surface Water,1.20,0.23,4.00,82.00,6.00,1.00,4.00,0.58,0.08,0.10,7.50,1.20,29.20,1.50,2.20,9.80,22.30,0.89,0.60,1.26,0.12,5.20,0.00,1.20
Deep Bay,DM3,3/1/2018,1,Surface Water,1.00,0.17,5.70,98.00,7.70,24.00,42.00,0.92,0.08,0.06,7.70,3.70,27.80,1.50,2.30,16.00,19.20,1.17,0.20,1.20,0.08,8.60,0.00,5.50
Deep Bay,DM3,22/2/2018,1,Surface Water,0.80,0.15,1.40,78.00,6.20,3.00,7.00,0.75,0.04,0.07,7.20,2.30,27.90,1.40,2.10,17.00,18.70,0.94,0.32,1.11,0.08,6.70,0.00,2.60
Deep Bay,DM3,1/3/2018,1,Surface Water,0.80,0.15,1.70,74.00,5.70,1.00,6.00,0.96,0.04,0.06,7.20,2.80,26.50,1.00,2.50,8.60,20.60,1.15,0.33,1.33,0.10,7.50,0.00,1.20
Deep Bay,DM3,11/4/2018,1,Surface Water,3.40,0.10,7.00,87.00,6.20,3.00,5.00,0.85,0.05,0.04,7.60,5.30,24.00,1.50,2.30,9.20,25.20,0.99,0.40,1.30,0.09,21.90,0.00,2.20
Deep Bay,DM3,9/5/2018,1,Surface Water,1.20,0.22,5.20,93.00,6.70,370.00,900.00,1.30,0.11,0.05,7.60,3.60,18.00,2.00,1.00,16.00,27.30,1.63,0.54,1.95,0.09,7.00,0.01,4.00
Deep Bay,DM3,15/6/2018,1,Surface Water,1.00,0.22,1.80,60.00,4.20,100.00,430.00,0.81,0.48,0.09,7.10,0.70,14.80,1.40,4.50,20.00,29.00,1.51,0.39,1.68,0.10,6.90,0.00,4.20
Deep Bay,DM3,4/7/2018,1,Surface Water,0.80,0.01,2.20,76.00,5.40,46.00,110.00,1.30,0.47,0.16,7.40,1.20,10.00,1.20,9.80,31.00,30.10,1.78,0.33,2.10,0.16,21.50,0.00,6.60
Deep Bay,DM3,1/8/2018,1,Surface Water,0.70,0.01,2.30,67.00,4.60,7.00,18.00,0.93,0.39,0.08,7.30,2.10,14.70,1.50,7.10,18.00,31.50,1.33,0.19,1.51,0.14,12.40,0.00,2.90
Deep Bay,DM3,10/9/2018,1,Surface Water,1.00,0.10,1.50,76.00,5.40,51.00,110.00,0.88,0.29,0.03,7.40,1.40,17.40,1.40,6.80,9.70,28.30,1.27,0.39,1.56,0.11,17.10,0.00,1.60
Deep Bay,DM3,8/10/2018,1,Surface Water,0.80,0.08,1.20,49.00,3.40,6.00,23.00,0.95,0.17,0.09,7.60,2.50,22.70,2.00,5.00,27.00,27.90,1.20,0.31,1.43,0.12,6.20,0.00,5.60
Deep Bay,DM3,7/11/2018,1,Surface Water,0.60,0.13,0.90,87.00,6.10,1.00,2.00,0.83,0.07,0.08,7.70,1.70,27.50,2.00,3.00,11.00,25.50,1.03,0.28,1.18,0.10,3.90,0.00,2.20
Deep Bay,DM3,8/12/2018,1,Surface Water,0.70,0.13,1.50,62.00,4.70,5.00,13.00,1.10,0.13,0.10,7.00,1.10,24.50,1.00,4.70,15.00,22.30,1.36,0.74,1.97,0.15,7.90,0.00,2.20
Deep Bay,DM3,9/1/2019,1,Surface Water,0.60,0.16,0.90,82.00,6.50,15.00,17.00,0.84,0.04,0.08,7.60,2.00,28.30,1.00,2.90,22.00,18.40,1.04,0.47,1.35,0.11,9.20,0.00,3.90
Deep Bay,DM3,23/2/2019,1,Surface Water,0.50,0.16,1.50,76.00,5.80,9.00,13.00,0.89,0.03,0.07,7.50,3.20,23.60,1.10,2.40,23.00,21.50,1.08,0.48,1.40,0.11,9.50,0.00,3.80
Deep Bay,DM3,8/3/2019,1,Surface Water,0.30,0.19,0.90,79.00,6.20,330.00,540.00,0.85,0.03,0.07,7.80,2.10,23.00,1.50,2.00,15.00,20.30,1.07,0.41,1.29,0.08,6.50,0.00,2.50
Deep Bay,DM3,24/4/2019,1,Surface Water,0.60,0.26,2.10,75.00,5.70,150.00,530.00,1.70,0.13,0.07,7.80,2.20,9.40,1.40,7.20,7.00,26.30,2.09,0.60,2.43,0.08,5.10,0.01,1.80
Deep Bay,DM3,23/5/2019,1,Surface Water,0.90,0.07,6.90,77.00,5.50,220.00,700.00,0.85,0.05,0.06,7.90,5.10,16.60,1.20,2.00,17.00,27.80,0.97,0.38,1.28,0.09,11.90,0.00,3.00
Deep Bay,DM3,24/6/2019,1,Surface Water,0.60,0.06,1.80,80.00,5.80,37.00,180.00,1.30,0.06,0.08,7.70,2.00,8.00,1.20,8.60,18.00,29.70,1.42,0.51,1.87,0.09,9.40,0.00,2.60
Deep Bay,DM3,19/7/2019,1,Surface Water,1.00,0.01,6.00,81.00,5.70,31.00,88.00,1.20,0.38,0.12,8.00,4.60,10.30,1.50,10.00,22.00,30.70,1.59,0.50,2.08,0.22,5.30,0.00,4.80
Deep Bay,DM3,2/8/2019,1,Surface Water,0.70,0.37,2.50,69.00,5.00,2500.00,8600.00,0.72,0.11,0.10,7.70,0.80,15.40,1.50,5.70,9.00,27.30,1.20,0.63,1.46,0.11,8.60,0.01,1.80
Deep Bay,DM3,16/9/2019,1,Surface Water,0.40,0.10,2.20,70.00,4.70,300.00,970.00,0.73,0.10,0.07,7.80,3.20,18.00,1.30,4.70,18.00,31.10,0.93,0.30,1.13,0.11,9.10,0.01,2.40
Deep Bay,DM3,16/10/2019,1,Surface Water,0.20,0.10,2.60,78.00,5.30,6.00,21.00,0.65,0.09,0.08,7.60,1.20,24.50,1.60,3.20,12.00,28.60,0.83,0.36,1.10,0.09,9.10,0.00,1.60
Deep Bay,DM3,14/11/2019,1,Surface Water,1.20,0.03,8.90,113.00,7.90,6.00,14.00,0.30,0.05,0.02,8.00,3.60,29.50,1.70,0.60,14.00,24.80,0.38,0.62,0.97,0.06,4.30,0.00,2.40
Deep Bay,DM3,14/12/2019,1,Surface Water,0.70,0.05,4.60,89.00,6.80,22.00,31.00,0.51,0.03,0.04,8.20,4.00,29.00,1.70,2.10,12.00,20.00,0.59,0.56,1.10,0.07,7.40,0.00,1.70
Deep Bay,DM4,19/1/2015,1,Surface Water,1.20,0.27,3.80,91.00,7.30,6.00,9.00,0.29,0.04,0.04,7.90,2.30,29.50,1.80,1.00,4.60,17.20,0.60,0.87,1.20,0.07,2.80,0.01,1.30
Deep Bay,DM4,7/2/2015,1,Surface Water,0.50,0.42,1.90,78.00,6.40,280.00,370.00,0.51,0.07,0.04,7.80,0.20,27.40,1.50,2.20,9.60,17.30,1.00,0.87,1.45,0.06,5.20,0.01,1.40
Deep Bay,DM4,5/3/2015,1,Surface Water,0.70,0.27,2.40,87.00,6.80,480.00,630.00,0.68,0.07,0.03,7.70,0.20,26.70,1.20,1.60,6.00,19.20,1.02,0.50,1.25,0.06,5.30,0.00,1.40
Deep Bay,DM4,25/4/2015,1,Surface Water,0.80,0.29,2.10,88.00,6.40,4.00,6.00,0.73,0.09,0.04,7.70,1.30,24.80,2.30,1.80,2.40,24.50,1.11,0.53,1.35,0.06,1.60,0.01,0.80
Deep Bay,DM4,9/5/2015,1,Surface Water,0.80,0.27,1.50,86.00,6.30,24.00,81.00,2.10,0.44,0.05,7.70,1.30,11.00,1.30,5.90,6.70,28.10,2.81,0.90,3.44,0.07,5.90,0.01,1.50
Deep Bay,DM4,13/6/2015,1,Surface Water,0.90,0.05,4.50,82.00,5.80,19.00,49.00,1.60,0.08,0.04,7.60,3.70,9.30,1.50,9.70,15.00,30.40,1.73,0.47,2.15,0.11,11.10,0.00,2.80
Deep Bay,DM4,18/7/2015,1,Surface Water,0.70,0.10,0.60,71.00,4.80,15.00,170.00,0.88,0.26,0.06,7.60,0.20,20.30,1.30,5.70,4.30,29.60,1.24,0.32,1.46,0.09,3.60,0.00,0.80
Deep Bay,DM4,3/8/2015,1,Surface Water,0.50,0.09,1.70,64.00,4.50,59.00,150.00,1.50,0.15,0.06,7.60,1.50,14.50,1.00,8.40,10.00,29.20,1.74,0.48,2.13,0.22,5.70,0.00,2.80
Deep Bay,DM4,12/9/2015,1,Surface Water,1.80,0.09,2.50,70.00,4.90,6.00,27.00,0.96,0.21,0.06,7.70,1.80,19.10,2.00,4.70,7.40,28.80,1.26,0.31,1.48,0.10,2.20,0.00,1.20
Deep Bay,DM4,10/10/2015,1,Surface Water,1.10,0.05,2.70,78.00,5.60,2.00,13.00,0.89,0.33,0.08,7.90,1.10,17.80,2.00,5.50,4.80,27.50,1.27,0.36,1.58,0.14,1.50,0.00,0.80
Deep Bay,DM4,7/11/2015,1,Surface Water,0.50,0.28,2.40,80.00,5.50,1.00,1.00,0.48,0.11,0.09,7.90,0.50,26.00,1.60,2.60,4.30,26.60,0.87,0.49,1.08,0.20,3.00,0.01,1.00
Deep Bay,DM4,5/12/2015,1,Surface Water,0.70,0.38,1.70,84.00,6.50,9.00,22.00,0.94,0.17,0.10,7.90,0.20,23.50,1.60,4.10,2.20,21.70,1.49,0.56,1.67,0.14,1.90,0.01,0.50
Deep Bay,DM4,11/1/2016,1,Surface Water,0.50,0.31,1.90,79.00,6.30,440.00,540.00,0.74,0.09,0.05,8.20,0.20,24.60,2.00,3.40,5.60,19.90,1.14,0.55,1.38,0.11,3.20,0.01,1.50
Deep Bay,DM4,3/2/2016,1,Surface Water,0.80,0.53,1.30,74.00,6.70,510.00,760.00,0.58,0.11,0.07,7.50,0.20,21.00,2.00,3.40,1.70,13.80,1.22,0.79,1.48,0.19,1.30,0.00,1.20
Deep Bay,DM4,16/3/2016,1,Surface Water,1.70,0.27,6.00,85.00,7.10,110.00,170.00,0.58,0.05,0.04,7.80,1.30,24.30,2.50,2.70,3.10,16.50,0.90,0.48,1.11,0.07,1.90,0.01,1.10
Deep Bay,DM4,13/4/2016,1,Surface Water,0.70,0.35,0.20,66.00,5.40,430.00,680.00,0.98,0.20,0.04,7.40,0.20,12.70,1.50,5.40,4.40,21.60,1.53,0.58,1.76,0.07,4.30,0.00,0.70
Deep Bay,DM4,12/5/2016,1,Surface Water,0.60,0.21,1.20,64.00,4.80,290.00,1400.00,1.30,0.09,0.08,7.30,1.00,10.90,1.50,8.50,5.60,26.70,1.60,0.35,1.74,0.09,4.80,0.00,1.50
Deep Bay,DM4,3/6/2016,1,Surface Water,0.90,0.10,3.10,75.00,5.40,38.00,100.00,1.40,0.10,0.07,7.50,5.40,8.90,1.50,7.50,38.00,30.10,1.60,0.38,1.88,0.12,20.40,0.00,6.00
Deep Bay,DM4,13/7/2016,1,Surface Water,0.90,0.41,1.70,74.00,5.40,57.00,300.00,1.10,0.16,0.15,7.20,1.50,10.30,1.50,9.00,3.60,28.90,1.67,0.78,2.04,0.25,4.40,0.00,1.40
Deep Bay,DM4,3/8/2016,1,Surface Water,0.60,0.26,2.10,70.00,5.00,930.00,3400.00,0.69,0.11,0.07,7.40,1.20,18.20,2.00,3.90,9.50,27.30,1.06,0.41,1.21,0.13,13.70,0.00,1.60
Deep Bay,DM4,1/9/2016,1,Surface Water,0.80,0.19,2.00,87.00,5.90,32.00,78.00,0.80,0.14,0.08,7.50,1.10,20.70,1.60,5.40,7.00,28.90,1.13,0.36,1.30,0.18,18.00,0.00,1.20
Deep Bay,DM4,8/10/2016,1,Surface Water,1.30,0.15,2.80,62.00,4.20,4.00,9.00,0.49,0.17,0.09,7.40,0.50,23.90,1.50,5.90,8.20,28.80,0.81,0.25,0.91,0.13,3.30,0.00,5.70
Deep Bay,DM4,2/11/2016,1,Surface Water,0.40,0.11,1.70,98.00,6.80,90.00,170.00,0.63,0.18,0.06,7.40,1.00,25.70,1.90,2.70,9.40,26.60,0.92,0.26,1.07,0.08,11.50,0.00,1.10
Deep Bay,DM4,3/12/2016,1,Surface Water,0.40,0.18,1.40,86.00,6.30,80.00,110.00,0.33,0.09,0.05,8.00,0.80,28.90,1.50,2.40,7.70,22.10,0.60,0.35,0.77,0.07,4.40,0.01,1.30
Deep Bay,DM4,7/1/2017,1,Surface Water,1.30,0.26,4.80,102.00,7.80,2.00,2.00,0.66,0.07,0.05,7.80,2.80,25.50,2.00,0.99,4.60,21.60,0.99,0.49,1.22,0.13,3.10,0.01,1.10
Deep Bay,DM4,1/2/2017,1,Surface Water,0.40,0.24,0.60,81.00,6.30,130.00,140.00,0.48,0.04,0.03,7.80,0.30,27.20,1.50,1.80,9.40,19.70,0.76,0.41,0.93,0.06,7.20,0.01,1.10
Deep Bay,DM4,6/3/2017,1,Surface Water,0.60,0.24,2.90,94.00,7.40,15.00,24.00,0.64,0.05,0.05,7.80,1.00,25.70,2.00,2.60,3.70,19.90,0.93,0.42,1.11,0.11,3.80,0.01,0.80
Deep Bay,DM4,8/4/2017,1,Surface Water,1.90,0.13,22.00,104.00,8.00,45.00,72.00,1.20,0.09,0.02,7.80,4.20,20.30,2.40,3.50,18.00,22.50,1.42,0.34,1.63,0.04,12.30,0.00,5.10
Deep Bay,DM4,10/5/2017,1,Surface Water,2.10,0.13,6.90,99.00,7.20,90.00,320.00,1.20,0.08,0.03,8.00,2.80,17.90,1.50,3.80,4.00,26.80,1.41,0.43,1.71,0.07,3.20,0.01,1.40
Deep Bay,DM4,7/6/2017,1,Surface Water,0.80,0.16,1.60,87.00,6.00,3.00,9.00,1.30,0.10,0.09,7.60,0.50,14.10,1.50,6.40,9.50,30.90,1.56,0.35,1.75,0.15,7.20,0.01,2.30
Deep Bay,DM4,10/7/2017,1,Surface Water,0.60,0.12,2.50,86.00,6.40,260.00,600.00,1.40,0.13,0.05,7.40,1.30,7.80,2.00,8.60,7.20,28.20,1.65,0.34,1.87,0.08,8.50,0.00,1.70
Deep Bay,DM4,11/8/2017,1,Surface Water,0.80,0.01,1.50,79.00,5.50,41.00,70.00,0.94,0.32,0.04,7.70,0.20,13.60,1.50,7.00,6.40,30.40,1.27,0.16,1.42,0.08,6.80,0.00,1.40
Deep Bay,DM4,8/9/2017,1,Surface Water,1.00,0.13,1.10,53.00,3.80,550.00,1800.00,0.84,0.41,0.07,7.20,0.20,15.40,1.50,6.90,8.80,28.70,1.38,0.28,1.53,0.17,6.20,0.00,1.40
Deep Bay,DM4,6/10/2017,1,Surface Water,1.10,0.07,2.50,77.00,5.20,11.00,17.00,0.64,0.18,0.07,7.50,0.20,21.00,1.50,4.10,5.60,30.20,0.89,0.23,1.05,0.09,7.40,0.00,0.90
Deep Bay,DM4,6/11/2017,1,Surface Water,0.90,0.08,1.90,82.00,5.70,290.00,630.00,0.22,0.06,0.03,7.70,1.20,30.60,2.00,1.00,12.00,25.00,0.36,0.56,0.84,0.05,10.30,0.00,1.90
Deep Bay,DM4,4/12/2017,1,Surface Water,1.00,0.15,2.10,83.00,6.10,26.00,45.00,0.47,0.07,0.07,7.60,1.10,30.40,1.60,1.80,5.50,22.40,0.69,0.61,1.15,0.07,7.60,0.00,0.80
Deep Bay,DM4,3/1/2018,1,Surface Water,0.90,0.26,2.20,58.00,4.50,34.00,46.00,0.64,0.05,0.04,7.80,0.70,28.50,1.60,2.30,5.40,19.30,0.95,0.38,1.07,0.05,3.60,0.00,1.00
Deep Bay,DM4,22/2/2018,1,Surface Water,0.80,0.17,2.20,93.00,7.50,48.00,82.00,0.54,0.04,0.03,7.50,1.70,28.20,1.70,1.50,17.00,17.80,0.75,0.32,0.90,0.04,4.60,0.00,2.40
